,labels,oriw,orix,oriy,oriz,posex,posey
2202,1,0.9767097418,0,0,0.2145648624,0.0597350786,-1.7485793369
2203,1,0.9755537254,0,0,0.2197610721,0.0682146185,-1.7446648307
2204,1,0.9744485282,0,0,0.2246109213,0.0767290565,-1.7406236993
2205,1,0.9726949237,0,0,0.2320874522,0.0853179003,-1.7364420602
2206,1,0.9714663887,0,0,0.2371772663,0.0938034564,-1.7321482592
2207,1,0.9702746109,0,0,0.242006569,0.1022435835,-1.7277658346
2208,1,0.9691018913,0,0,0.2466607474,0.1109032507,-1.723159469
2209,1,0.9678849123,0,0,0.2513937084,0.1191062776,-1.7186944599
2210,1,0.9666224638,0,0,0.2562050204,0.1271907616,-1.7141909968
2211,1,0.9654498939,0,0,0.260588761,0.1355634707,-1.7094172244
2212,1,0.9645113492,0,0,0.264041393,0.1440399267,-1.7044818284
2213,1,0.96379352,0,0,0.2666496779,0.1525542484,-1.6994424603
2214,1,0.9631860308,0,0,0.2688357678,0.160492456,-1.694685894
2215,1,0.9623841405,0,0,0.2716924108,0.1685549243,-1.6898050127
2216,1,0.9620038484,0,0,0.2730358872,0.1768427376,-1.6847202633
2217,1,0.9619800178,0,0,0.2731198369,0.1851163192,-1.6796123897
2218,1,0.9620514875,0,0,0.2728679817,0.1931350231,-1.6746599372
2219,1,0.9621466778,0,0,0.2725321458,0.2012652054,-1.6696445131
2220,1,0.9621466778,0,0,0.2725321458,0.2094351982,-1.6646124013
2221,1,0.9621466778,0,0,0.2725321458,0.2176415021,-1.6595579245
2222,1,0.962170457,0,0,0.2724481816,0.2256662506,-1.6546152724
2223,1,0.9621466778,0,0,0.2725321458,0.2337644916,-1.6496293038
2224,1,0.9620276716,0,0,0.2729519355,0.242188662,-1.6444406373
2225,1,0.96195618,0,0,0.2732037844,0.2504994265,-1.6393118112
2226,1,0.9618846224,0,0,0.2734556146,0.2586986651,-1.6342458812
2227,1,0.9618129989,0,0,0.273707426,0.2667864457,-1.6292429626
2228,1,0.9617413095,0,0,0.2739592187,0.2749078621,-1.6242133563
2229,1,0.9617173984,0,0,0.2740431454,0.2828816655,-1.6192693887
2230,1,0.96169348,0,0,0.27412707,0.2909995686,-1.6142341138
2231,1,0.9617891098,0,0,0.273791359,0.2992253028,-1.6091299665
2232,1,0.9622179935,0,0,0.272280247,0.307418346,-1.604054023
2233,1,0.9628333005,0,0,0.2700963447,0.3156272953,-1.5990038437
2234,1,0.96379352,0,0,0.2666496779,0.3238226532,-1.5940131482
2235,1,0.9643267785,0,0,0.2647146845,0.3321266768,-1.5890373853
2236,1,0.9649707191,0,0,0.2623576018,0.3401939223,-1.5842474055
2237,1,0.9659935519,0,0,0.2585661574,0.3483580302,-1.5794537203
2238,1,0.967201286,0,0,0.254011166,0.356485648,-1.5747669104
2239,1,0.968496293,0,0,0.2490279713,0.3646570763,-1.5701569085
2240,1,0.9697230184,0,0,0.2442074274,0.3732491084,-1.5654255846
2241,1,0.9709048568,0,0,0.2394655695,0.3816248674,-1.5609213585
2242,1,0.9720839875,0,0,0.2346331633,0.3899309839,-1.5565587004
2243,1,0.9739363943,0,0,0.2268212949,0.398507793,-1.552162167
2244,1,0.9751493543,0,0,0.2215484976,0.4070393148,-1.5479604381
2245,1,0.976220396,0,0,0.2167803923,0.4159619396,-1.5436854326
2246,1,0.9774343321,0,0,0.2112395,0.4247713694,-1.5395700381
2247,1,0.9788495394,0,0,0.2045814734,0.4334327184,-1.5356428986
2248,1,0.9803745334,0,0,0.1971440445,0.4419122679,-1.5319365119
2249,1,0.9818430177,0,0,0.1896952521,0.4506044412,-1.5282933648
2250,1,0.9831912355,0,0,0.1825787351,0.4595092367,-1.5247190748
2251,1,0.9844878726,0,0,0.1754526395,0.4684250713,-1.5212894631
2252,1,0.9863431539,0,0,0.1647033172,0.4774696917,-1.5179598984
2253,1,0.9875377193,0,0,0.1573825056,0.4865041292,-1.5148561454
2254,1,0.9886648506,0,0,0.1501393124,0.4955836159,-1.5118867576
2255,1,0.9898383703,0,0,0.1421970488,0.5045020418,-1.5091140991
2256,1,0.9911113606,0,0,0.1330348483,0.5135047581,-1.5064729903
2257,1,0.9924072566,0,0,0.1229952726,0.5225547929,-1.5039988786
2258,1,0.9936309925,0,0,0.1126829653,0.531818483,-1.5016668433
2259,1,0.9947386379,0,0,0.1024453137,0.5412532958,-1.4994990494
2260,1,0.9957327552,0,0,0.0922836937,0.5505637465,-1.4975607775
2261,1,0.9966373868,0,0,0.0819385086,0.5596603156,-1.4958600441
2262,1,0.9978130201,0,0,0.0660997502,0.5690006104,-1.4943137683
2263,1,0.9984650259,0,0,0.0553858477,0.578554396,-1.4930424153
2264,1,0.998990268,0,0,0.0449271007,0.5883028087,-1.4919575689
2265,1,0.9993999294,0,0,0.0346378556,0.597944381,-1.4910885999
2266,1,0.9996993539,0,0,0.0245194185,0.6074316288,-1.4904301785
2267,1,0.9998938084,0,0,0.0145729834,0.6166746931,-1.4899765002
2268,1,0.9999884817,0,0,0.004799637,0.6260102099,-1.4897043208
2269,1,0.9999862922,0,0,-0.0052359638,0.6355198396,-1.4896130321
2270,1,0.9998793587,0,0,-0.0155328057,0.6451146734,-1.4897135127
2271,1,0.9995147494,0,0,-0.0311490878,0.6547906542,-1.4900142117
2272,1,0.9991410067,0,0,-0.0414397002,0.6642822675,-1.4906063841
2273,1,0.9986568009,0,0,-0.0518130679,0.6736321743,-1.4913833015
2274,1,0.9980703213,0,0,-0.0620937502,0.6828790954,-1.4923454028
2275,1,0.9973906252,0,0,-0.0721937719,0.692400463,-1.4935347271
2276,1,0.9965943473,0,0,-0.0824603355,0.7017691975,-1.4948981379
2277,1,0.9956761966,0,0,-0.092891935,0.7114023305,-1.4965032588
2278,1,0.994675872,0,0,-0.1030529459,0.7208320954,-1.4982782141
2279,1,0.993561973,0,0,-0.1132899188,0.7301401712,-1.5002278593
2280,1,0.9923534953,0,0,-0.1234282803,0.739281469,-1.5023399748
2281,1,0.990316589,0,0,-0.1388274237,0.7486671605,-1.5047114342
2282,1,0.9888605354,0,0,-0.1488450249,0.7579336588,-1.5073615601
2283,1,0.9872476426,0,0,-0.1591919977,0.7671038514,-1.510186184
2284,1,0.9855412768,0,0,-0.1694355092,0.7760914247,-1.5131620205
2285,1,0.983728629,0,0,-0.1796607486,0.7850152576,-1.5163238683
2286,1,0.9818098946,0,0,-0.1898666132,0.7937518218,-1.5196251409
2287,1,0.9798027349,0,0,-0.1999664991,0.8025366552,-1.5231548403
