,labels,time,vleft,vright,vw,vx
1925,False,9.625,5.0786,4.9239,-0.023857,0.17504
1926,False,9.63,5.0142,5.2361,0.034216,0.17938
1927,False,9.635,5.1629,5.168,0.00079245,0.18079
1928,False,9.64,5.2312,5.1059,-0.019322,0.1809
1929,False,9.645,4.9069,4.8574,-0.0076196,0.17088
1930,False,9.65,5.1485,4.7577,-0.060258,0.17336
1931,False,9.655,4.8926,4.855,-0.0057921,0.17058
1932,False,9.66,4.7574,5.0182,0.040209,0.17107
1933,False,9.665,4.7971,4.8042,0.0011031,0.16802
1934,False,9.67,4.9144,5.1769,0.040477,0.1766
1935,False,9.675,4.9028,5.2054,0.046663,0.17689
1936,False,9.68,4.759,4.9169,0.024338,0.16933
1937,False,9.685,4.8311,4.9846,0.023662,0.17177
1938,False,9.69,4.972,4.7514,-0.034005,0.17016
1939,False,9.695,5.1334,4.9055,-0.035144,0.17568
1940,False,9.7,5.0906,4.9926,-0.015113,0.17646
1941,False,9.705,5.1073,4.8811,-0.034874,0.1748
1942,False,9.71,4.9799,5.0916,0.017217,0.17625
1943,False,9.715,5.2096,5.2056,-0.00062311,0.18227
1944,False,9.72,5.2445,5.0353,-0.032259,0.1799
1945,False,9.725,5.2163,4.8826,-0.051446,0.17673
1946,False,9.73,4.9808,5.2142,0.035998,0.17841
1947,False,9.735,5.2025,4.7821,-0.06481,0.17473
1948,False,9.74,4.9432,5.0632,0.018491,0.17511
1949,False,9.745,5.0515,5.2241,0.026617,0.17982
1950,False,9.75,5.0302,5.0082,-0.0033863,0.17567
1951,False,9.755,5.1729,5.2284,0.0085468,0.18202
1952,False,9.76,4.8924,4.886,-0.00098553,0.17112
1953,False,9.765,5.0817,5.0135,-0.01051,0.17667
1954,False,9.77,5.0511,5.2056,0.023817,0.17949
1955,False,9.775,5.0782,4.8573,-0.034058,0.17387
1956,True,9.78,4.905,4.2135,-0.10662,0.15957
1957,False,9.785,4.9158,4.8192,-0.014903,0.17036
1958,False,9.79,4.8441,4.9689,0.019239,0.17173
1959,False,9.795,4.8003,5.1876,0.059716,0.17479
1960,False,9.8,4.8933,5.1022,0.032205,0.17492
1961,False,9.805,4.9274,4.9985,0.010962,0.1737
1962,False,9.81,5.0179,5.0548,0.0056921,0.17627
1963,False,9.815,5.2454,4.7889,-0.070386,0.1756
1964,False,9.82,4.7641,4.8707,0.01644,0.16861
1965,False,9.825,5.1048,4.7629,-0.052712,0.17268
1966,False,9.83,5.2026,5.1732,-0.0045238,0.18158
1967,False,9.835,5.1829,4.7574,-0.065603,0.17396
1968,False,9.84,4.8096,5.0252,0.033246,0.17211
1969,False,9.845,5.2276,4.8098,-0.064419,0.17566
1970,False,9.85,4.9705,5.044,0.011336,0.17525
1971,False,9.855,5.1879,5.0611,-0.019547,0.17936
1972,False,9.86,5.1825,5.1235,-0.0090918,0.18035
1973,False,9.865,4.9276,4.905,-0.0034863,0.17207
1974,False,9.87,5.0656,5.2083,0.021999,0.17979
1975,False,9.875,5.1823,5.1411,-0.0063434,0.18066
1976,False,9.88,4.7605,4.8005,0.0061716,0.16732
1977,False,9.885,4.7884,4.8906,0.015749,0.16938
1978,False,9.89,4.9384,5.2038,0.04092,0.17749
1979,False,9.895,4.8246,4.8055,-0.0029377,0.16853
1980,False,9.9,4.767,5.1449,0.058261,0.17346
1981,False,9.905,5.1411,4.8011,-0.052421,0.17399
1982,False,9.91,4.9136,5.134,0.033975,0.17583
1983,False,9.915,5.1587,5.081,-0.011982,0.1792
1984,False,9.92,4.8368,5.1365,0.046215,0.17453
1985,False,9.925,5.0881,5.216,0.019725,0.18032
1986,False,9.93,5.1878,4.8384,-0.053866,0.17546
1987,False,9.935,5.1286,4.7602,-0.056797,0.17305
1988,False,9.94,4.8648,5.1668,0.046565,0.17555
1989,False,9.945,4.9295,4.9866,0.0088078,0.17353
1990,False,9.95,4.9316,4.8043,-0.019621,0.17038
1991,False,9.955,4.8837,4.7945,-0.013752,0.16937
1992,False,9.96,4.9187,4.8076,-0.017128,0.17021
1993,False,9.965,4.7935,4.834,0.0062454,0.16848
1994,False,9.97,4.9758,5.2363,0.040161,0.17871
1995,False,9.975,4.9773,4.893,-0.013002,0.17273
1996,False,9.98,4.7645,5.0495,0.043942,0.17175
1997,False,9.985,5.0686,5.1761,0.016583,0.17928
1998,False,9.99,4.7797,4.8724,0.014287,0.16891
1999,False,9.995,4.8346,5.1136,0.043015,0.17409
